date, pm25, pm10, o3, no2, so2, co
2021/1/31, 95, 40, 3, 22, 7, 12
2021/2/1, 57, 36, 7, 26, 9, 12
2021/2/2, 53, 38, 17, 32, 9, 10
2021/2/3, 55, 41, 15, 37, 9, 13
2021/2/4, 65, 40, 12, 38, 9, 12
2021/2/5, 62, 39, 18, 35, 9, 10
2021/2/6, 62, 38, 15, 34, 10, 10
2021/2/7, 62, 37, 19, 25, 9, 8
2021/2/8, 65, 13, 23, 18, 6, 6
2021/2/9, 26, 33, 25, 24, 9, 10
2021/2/10, 61, 25, 35, 22, 8, 7
2021/2/11, 46, 25, 30, 21, 8, 6
2021/2/12, 47, 23, 35, 22, 8, 6
2021/2/13, 43, 21, 28, 25, 8, 6
2021/2/14, 38, 25, 19, 24, 8, 7
2021/2/15, 48, 28, 16, 24, 8, 7
2021/2/16, 53, 25, 17, 20, 8, 7
2021/2/17, 46, 33, 16, 13, 10, 9
2021/2/18, 60, 42, 24, 13, 11, 13
2021/2/19, 77, 37, 34, 11, 11, 8
2021/2/20, 70, 29, 35, 10, 10, 6
2021/2/21, 52, 23, 17, 10, 8, 8
2021/2/22, 42, 23, 16, 8, 7, 10
2021/2/23, 43, 19, 21, 1, 6, 5
2021/2/24, 32, 21, 12, 1, 6, 6
2021/2/25, 34, 20, 8, 2, 6, 10
2021/2/26, 33, 26, 7, 1, 6, 7
2021/2/27, 47, 26, 5, 2, 7, 10
2021/2/28, 51, 23, 6, 6, 7, 15
2021/3/1, 44, 22, 7, 16, 7, 10
2021/3/2, 35, 36, 7, 16, 7, 12
2021/3/3, 65, 30, 7, 15, 7, 13
2021/3/4, 59, 19, 6, 16, 7, 16
2021/3/5, 37, 20, 12, 16, 7, 11
2021/3/6, 38, 20, 14, 16, 7, 9
2021/3/7, 37, 20, 13, 16, 7, 13
2021/3/8, 39, 10, 8, 15, 7, 7
2021/3/9, 21, 10, 12, 15, 7, 6
2021/3/10, 20, 11, 10, 15, 7, 8
2021/3/11, 22, 11, 12, 16, 7, 8
2021/3/12, 20, 12, 10, 16, 7, 11
2021/3/13, 24, 12, 16, 16, 7, 8
2021/3/14, 24, 8, 15, 15, 7, 6
2021/3/15, 16, 9, 12, 15, 7, 10
2021/3/16, 17, 8, 11, 15, 7, 8
2021/3/17, 16, 7, 10, 15, 7, 11
2021/3/18, 15, 5, 10, 14, 7, 8
2021/3/19, 10, 3, 11, 14, 7, 9
2021/3/20, 7, 3, 16, 14, 7, 5
2021/3/21, 5, 33, 19, 15, 7, 6
2021/3/22, 51, 61, 24, 17, 9, 8
2021/3/23, 81, 63, 9, 18, 11, 12
2021/3/24, 101, 58, 11, 18, 8, 17
2021/3/25, 113, 34, 9, 16, 7, 10
2021/3/26, 59, 22, 9, 15, 7, 8
2021/3/27, 38, 25, 7, 15, 7, 10
2021/3/28, 42, 39, 11, 15, 7, 11
2021/3/29, 63, 43, 14, 16, 7, 14
2021/3/30, 67, 49, 13, 16, 7, 13
2021/3/31, 74, 37, 15, 15, 7, 12
2020/10/1, 22, 26, , 17, 6, 13
2020/10/2, 37, 28, , 13, 6, 15
2020/10/3, 40, 21, , 9, 6, 10
2020/10/4, 33, 20, , 8, 6, 15
2020/10/5, 28, 22, , 1, 6, 5
2020/10/6, 33, 15, , , 6, 5
2020/10/7, 20, 19, , 8, 6, 4
2020/10/8, 27, 16, , 8, 6, 5
2020/10/9, 21, 22, , 9, 7, 4
2020/10/10, 32, 24, , 10, 7, 4
2020/10/11, 39, 39, , 17, 8, 8
2020/10/12, 60, 38, , 17, 8, 6
2020/10/13, 56, 14, , 8, 6, 4
2020/10/14, 26, 9, , 8, 6, 5
2020/10/15, 16, 12, , 8, 6, 5
2020/10/16, 18, 13, , 10, 7, 4
2020/10/17, 15, 16, , 10, 7, 5
2020/10/18, 26, 20, , 12, 7, 6
2020/10/19, 28, 20, , 14, 9, 5
2020/10/20, 25, 21, , 15, 8, 6
2020/10/21, 25, 36, , 20, 10, 7
2020/10/22, 46, 51, , 27, 10, 12
2020/10/23, 75, 53, , 29, 11, 11
2020/10/24, 80, 48, , 19, 9, 7
2020/10/25, 76, 33, , 17, 7, 6
2020/10/26, 55, 37, , 23, 7, 12
2020/10/27, 57, 38, , 15, 7, 8
2020/10/28, 60, 25, , 12, 7, 5
2020/10/29, 44, 13, , 13, 7, 7
2020/10/30, 24, 23, , 15, 7, 10
2020/10/31, 35, 47, , 22, 8, 11
2020/11/1, 74, 37, , 18, 8, 10
2020/11/2, 62, 19, , 14, 9, 6
2020/11/3, 26, 36, 14, 22, 6, 11
2020/11/4, 56, 54, 15, 34, 3, 14
2020/11/5, 91, 59, 13, 31, 2, 14
2020/11/6, 112, 31, 18, 17, 2, 9
2020/11/7, 53, 26, 25, 18, 3, 7
2020/11/8, 47, 32, 29, 24, 5, 8
2020/11/9, 54, 38, 30, 25, 7, 8
2020/11/10, 65, 40, 26, 30, 7, 11
2020/11/11, 60, 45, 39, 31, 5, 11
2020/11/12, 73, 41, 34, 30, 5, 10
2020/11/13, 66, 39, 31, 24, 5, 8
2020/11/14, 67, 26, 21, 14, 1, 6
2020/11/15, 49, 23, 3, 12, 1, 10
2020/11/16, 45, 23, 6, 15, 1, 13
2020/11/17, 37, 22, 5, 13, 1, 10
2020/11/18, 30, 26, 4, 13, 1, 12
2020/11/19, 36, 25, 4, 13, 1, 11
2020/11/20, 35, 19, 5, 12, 1, 6
2020/11/21, 26, 23, 6, 14, 1, 6
2020/11/22, 34, 31, 5, 19, 1, 10
2020/11/23, 38, 32, 4, 24, 2, 9
2020/11/24, 47, 37, 8, 28, 2, 8
2020/11/25, 60, 34, 5, 29, 1, 8
2020/11/26, 50, 35, 18, 24, 2, 7
2020/11/27, 59, 25, 12, 14, 2, 5
2020/11/28, 44, 20, 18, 14, 2, 4
2020/11/29, 34, 27, 21, 20, 3, 5
2020/11/30, 46, 40, 15, 27, 6, 7
2020/12/1, 70, 46, 12, 27, 4, 8
2020/12/2, 84, 37, 13, 20, 3, 7
2020/12/3, 70, 23, 15, 18, 3, 6
2020/12/4, 42, 27, 16, 19, 3, 6
2020/12/5, 50, 43, 19, 26, 4, 7
2020/12/6, 82, 50, 26, 25, 4, 7
2020/12/7, 100, 40, 17, 26, 4, 8
2020/12/8, 78, 50, 14, 34, 4, 11
2020/12/9, 103, 55, 24, 38, 6, 11
2020/12/10, 113, 49, 16, 32, 4, 12
2020/12/11, 103, 37, 13, 28, 4, 9
2020/12/12, 73, 32, 8, 21, 2, 8
2020/12/13, 63, 26, 5, 16, 2, 8
2020/12/14, 49, 13, 5, 11, 1, 7
2020/12/15, 25, 13, 6, 9, 2, 6
2020/12/16, 26, 17, 7, 8, 1, 5
2020/12/17, 34, 20, 8, 8, 1, 5
2020/12/18, 38, 24, 15, 11, 2, 5
2020/12/19, 47, 26, 20, 12, 3, 4
2020/12/20, 50, 34, 25, 18, 4, 7
2020/12/21, 66, 48, 25, 28, 4, 9
2020/12/22, 96, 48, 12, 30, 8, 11
2020/12/23, 98, 37, 16, 23, 4, 9
2020/12/24, 74, 51, 13, 32, 8, 13
2020/12/25, 107, 48, 5, 28, 6, 13
2020/12/26, 95, 50, 3, 17, 3, 12
2020/12/27, 102, 27, 6, 16, 2, 12
2020/12/28, 54, 17, 6, 17, 2, 10
2020/12/29, 33, 24, 14, 16, 3, 9
2020/12/30, 43, 31, 17, 24, 6, 9
2020/12/31, 58, 43, 29, 23, 6, 10
2021/1/1, 86, 66, 30, 26, 7, 11
2021/1/2, 143, 63, 18, 23, 7, 9
2021/1/3, 136, 62, 22, 26, 8, 10
2020/7/1, 33, 30, 17, 17, 2, 11
2020/7/2, 32, 24, 18, 14, 2, 10
2020/7/3, 24, 19, 17, 15, 2, 10
2020/7/4, 24, 21, 16, 11, 2, 8
2020/7/5, 23, 20, 19, 9, 2, 6
2020/7/6, 20, 26, 23, 10, 2, 6
2020/7/7, 27, 27, 18, 11, 2, 7
2020/7/8, 24, 32, 18, 10, 2, 7
2020/7/9, 23, 35, 18, 11, 2, 8
2020/7/10, 22, 43, 18, 13, 4, 10
2020/7/11, 29, 37, 20, 13, 2, 10
2020/7/12, 34, 34, 24, 14, 2, 8
2020/7/13, 32, 29, 31, 17, 2, 8
2020/7/14, 31, 27, 24, 11, 2, 6
2020/7/15, 27, 25, 22, 7, 2, 6
2020/7/16, 24, 26, 22, 8, 2, 6
2020/7/17, 22, 27, 23, 8, 2, 5
2020/7/18, 24, 28, 22, 8, 2, 5
2020/7/19, 26, 24, 20, 9, 2, 10
2020/7/20, 29, 24, 14, 6, 4, 7
2020/7/21, 27, 21, 14, 5, 3, 6
2020/7/22, 20, 21, 14, , 3, 6
2020/7/23, 19, 24, 14, , 3, 8
2020/7/24, 25, 25, 16, , 3, 6
2020/7/25, 21, 21, 15, , 3, 6
2020/7/26, 23, 42, 15, , 4, 10
2020/7/27, 51, 53, 28, , 4, 12
2020/7/28, 76, 44, 16, , 3, 13
2020/7/29, 54, 37, 15, 12, 3, 11
2020/7/30, 44, 33, 16, 16, 3, 9
2020/7/31, 43, 24, 14, 9, 3, 4
2020/8/1, 31, 10, 13, 6, 3, 4
2020/8/2, 15, 20, 13, 10, 4, 12
2020/8/3, 32, 19, 12, 9, 4, 13
2020/8/4, 27, 20, 13, 10, 3, 15
2020/8/5, 29, 13, 12, 8, 3, 13
2020/8/6, 20, 15, 12, 6, 3, 14
2020/8/7, 21, 20, 13, 6, 3, 21
2020/8/8, 24, 19, 13, 8, 3, 21
2020/8/9, 23, 24, 17, 14, 3, 21
2020/8/10, 26, 19, 8, 19, 4, 11
2020/8/11, 14, 21, 12, 12, 4, 10
2020/8/12, 23, 13, 12, 11, 3, 9
2020/8/13, 17, 13, 11, 7, 4, 10
2020/8/14, 19, 16, 6, 8, 4, 10
2020/8/15, 22, 32, 6, 9, 4, 9
2020/8/16, 43, 13, 6, 9, 4, 10
2020/8/17, 19, 8, , 8, 4, 11
2020/8/18, 13, 21, , 12, 4, 14
2020/8/19, 28, 30, , 12, 4, 8
2020/8/20, 41, 19, , 17, 4, 14
2020/8/21, 23, 19, , 11, 4, 7
2020/8/22, 26, 24, , 10, 4, 8
2020/8/23, 32, 22, , 12, 4, 9
2020/8/24, 26, 19, , 9, 4, 7
2020/8/25, 21, 26, , 13, 4, 7
2020/8/26, 30, 39, , 16, 4, 7
2020/8/27, 50, 30, , 15, 4, 11
2020/8/28, 38, 26, , 15, 4, 9
2020/8/29, 32, 30, , 17, 5, 8
2020/8/30, 37, 32, , 14, 5, 9
2020/8/31, 40, 32, , 18, 5, 9
2020/9/1, 40, 51, , 15, 4, 7
2020/9/2, 76, 48, , 21, 4, 11
2020/9/3, 71, 38, , 18, 4, 12
2020/9/4, 55, 28, , 12, 4, 7
2020/9/5, 35, 23, , 13, 4, 7
2020/9/6, 28, 12, , 12, 4, 7
2020/9/7, 17, 36, , 19, 5, 12
2020/9/8, 47, 23, , 14, 6, 11
2020/9/9, 30, 24, , 10, 5, 11
2020/9/10, 31, 23, , 15, 5, 12
2020/9/11, 28, 22, , 11, 4, 11
2020/9/12, 28, 17, , 9, 4, 9
2020/9/13, 25, 18, , 10, 5, 13
2020/9/14, 23, 18, , 9, 5, 10
2020/9/15, 22, 21, , 10, 5, 11
2020/9/16, 25, 28, , 14, 5, 12
2020/9/17, 33, 12, , 6, 5, 3
2020/9/18, 15, 12, , 7, 5, 5
2020/9/19, 18, 24, , 9, 5, 10
2020/9/20, 36, 28, , 10, 6, 12
2020/9/21, 40, 14, , 8, 5, 11
2020/9/22, 19, 20, , 9, 6, 12
2020/9/23, 27, 14, , 10, 5, 7
2020/9/24, 19, 27, , 13, 6, 10
2020/9/25, 37, 16, , 10, 5, 9
2020/9/26, 22, 13, , 6, 5, 6
2020/9/27, 20, 22, , 15, 5, 10
2020/9/28, 32, 31, , 16, 5, 11
2020/9/29, 44, 22, , 13, 5, 12
2020/9/30, 28, 16, , 13, 5, 14
2020/4/1, 65, 28, 5, 3, 5, 6
2020/4/2, 54, 25, 7, 6, 5, 8
2020/4/3, 48, 15, 6, 2, 5, 4
2020/4/4, 28, 8, 13, 1, 5, 4
2020/4/5, 14, 18, 11, 6, 5, 6
2020/4/6, 34, 36, 21, 7, 5, 6
2020/4/7, 69, 46, 17, 12, 5, 9
2020/4/8, 89, 41, 25, 11, 6, 8
2020/4/9, 76, 33, 23, 11, 6, 8
2020/4/10, 60, 22, 18, 6, 5, 6
2020/4/11, 42, 17, 22, 5, 5, 4
2020/4/12, 31, 22, 20, 5, 5, 4
2020/4/13, 42, 26, 38, 6, 6, 5
2020/4/14, 48, 31, 32, 8, 7, 6
2020/4/15, 57, 26, 17, 6, 4, 8
2020/4/16, 49, 15, 14, 2, 4, 5
2020/4/17, 28, 14, 17, 3, 4, 5
2020/4/18, 27, 17, 13, 1, 4, 6
2020/4/19, 33, 13, 14, 3, 34, 5
2020/4/20, 25, 15, 14, 4, 24, 7
2020/4/21, 24, 10, 13, 5, 15, 8
2020/4/22, 12, 6, 17, 2, 6, 5
2020/4/23, 7, 6, 16, 2, 10, 4
2020/4/24, 11, 11, 22, 3, 6, 5
2020/4/25, 15, 10, 18, 3, 6, 5
2020/4/26, 14, 11, 27, 8, 7, 8
2020/4/27, 17, 44, 37, 11, 16, 8
2020/4/28, 55, 67, 42, 10, 11, 10
2020/4/29, 99, 48, 24, 5, 6, 8
2020/4/30, 61, 35, 12, 6, 5, 8
2020/5/1, 49, 40, 23, 3, 5, 6
2020/5/2, 47, 33, 16, 4, 5, 8
2020/5/3, 41, 36, 21, 7, 5, 8
2020/5/4, 40, 39, 17, 6, 5, 10
2020/5/5, 47, 37, 13, 4, 5, 10
2020/5/6, 42, 41, 13, 5, 5, 10
2020/5/7, 51, 40, 17, 5, 5, 9
2020/5/8, 46, 40, 18, 5, 5, 10
2020/5/9, 52, 39, 25, 4, 5, 7
2020/5/10, 44, 32, 14, 5, 5, 10
2020/5/11, 37, 25, 14, 5, 5, 9
2020/5/12, 30, 28, 15, 4, 6, 9
2020/5/13, 32, 23, 19, 4, 6, 8
2020/5/14, 22, 27, 15, 3, 5, 6
2020/5/15, 32, 29, 18, 2, 6, 7
2020/5/16, 35, 24, 15, , 6, 7
2020/5/17, 26, 28, 30, , 6, 9
2020/5/18, 32, 39, 18, , 6, 10
2020/5/19, 49, 32, 17, , 6, 10
2020/5/20, 33, 45, 24, 12, 6, 11
2020/5/21, 44, 41, 15, 10, 6, 9
2020/5/22, 38, 28, 19, 7, 6, 8
2020/5/23, 37, 37, 17, 8, 6, 9
2020/5/24, 48, 30, 26, 7, 6, 9
2020/5/25, 34, 21, 20, 4, 7, 5
2020/5/26, 27, 27, 21, 7, 7, 7
2020/5/27, 35, 47, 24, 9, 8, 10
2020/5/28, 56, 35, 18, 9, 6, 9
2020/5/29, 41, 31, 19, 9, 6, 9
2020/5/30, 34, 32, 17, 6, 6, 7
2020/5/31, 28, 29, 16, 11, 7, 11
2020/6/1, 24, 39, 15, 11, 7, 11
2020/6/2, 41, 32, 31, 7, 6, 9
2020/6/3, 35, 32, 24, 7, 6, 8
2020/6/4, 36, 36, 24, 11, 6, 10
2020/6/5, 47, 40, 17, 13, 7, 10
2020/6/6, 51, 42, 18, 13, 8, 8
2020/6/7, 42, 39, 15, 11, 9, 7
2020/6/8, 36, 50, 26, 16, 10, 9
2020/6/9, 37, 36, 20, 14, 7, 8
2020/6/10, 33, 31, 17, 13, 7, 9
2020/6/11, 34, 30, 19, 13, 7, 7
2020/6/12, 29, 28, 17, 12, 7, 7
2020/6/13, 28, 28, 12, 12, 7, 9
2020/6/14, 35, 25, 12, 16, 6, 11
2020/6/15, 35, 26, 16, 11, 1, 6
2020/6/16, 21, 30, 13, 11, 2, 6
2020/6/17, 22, 25, 11, 11, 1, 7
2020/6/18, 18, 24, 12, 13, 1, 8
2020/6/19, 20, 23, 20, 10, 1, 5
2020/6/20, 21, 27, 23, 10, 1, 4
2020/6/21, 24, 28, 18, 13, 1, 7
2020/6/22, 21, 33, 22, 17, 2, 7
2020/6/23, 22, 36, 16, 18, 1, 8
2020/6/24, 23, 43, 20, 19, 2, 10
2020/6/25, 50, 30, 18, 11, 1, 6
2020/6/26, 23, 27, 27, 12, 1, 4
2020/6/27, 20, 27, 23, 11, 1, 4
2020/6/28, 23, 31, 18, 15, 3, 9
2020/6/29, 28, 31, 26, 17, 1, 8
2020/6/30, 30, 32, 17, 17, 2, 11
2020/1/1, 153, 65, 5, 25, 4, 15
2020/1/2, 118, 44, 6, 21, 3, 10
2020/1/3, 59, 44, 6, 21, 3, 12
2020/1/4, 70, 46, 6, 18, 2, 9
2020/1/5, 66, 47, 7, 17, 2, 9
2020/1/6, 63, 51, 6, 22, 2, 13
2020/1/7, 84, 48, 6, 18, 3, 12
2020/1/8, 62, 49, 6, 22, 4, 11
2020/1/9, 70, 41, 6, 15, 3, 8
2020/1/10, 52, 42, 6, 12, 3, 9
2020/1/11, 57, 38, 7, 13, 4, 8
2020/1/12, 61, 77, 4, 19, 8, 14
2020/1/13, 149, 90, 5, 28, 8, 18
2020/1/14, 171, 37, 6, 13, 3, 7
2020/1/15, 54, 41, 6, 15, 6, 12
2020/1/16, 60, 36, 8, 13, 5, 8
2020/1/17, 62, 49, 8, 12, 3, 10
2020/1/18, 97, 36, 10, 10, 3, 7
2020/1/19, 66, 46, 12, 13, 3, 11
2020/1/20, 92, 67, 7, 20, 4, 15
2020/1/21, 140, 56, 9, 15, 3, 14
2020/1/22, 111, 31, 12, 9, 2, 7
2020/1/23, 53, 23, 11, 6, 2, 5
2020/1/24, 43, 19, 17, 5, 2, 4
2020/1/25, 35, 15, 18, 9, 2, 5
2020/1/26, 23, 24, 15, 9, 3, 5
2020/1/27, 36, 36, 14, 9, 3, 5
2020/1/28, 62, 46, 14, 7, 3, 5
2020/1/29, 86, 56, 13, 16, 3, 8
2020/1/30, 115, 57, 9, 26, 5, 10
2020/1/31, 109, 70, 10, 20, 4, 9
2020/2/1, 142, 83, 12, 15, 4, 10
2020/2/2, 171, 60, 14, 10, 3, 13
2020/2/3, 124, 15, 18, 1, 3, 5
2020/2/4, 29, 24, 19, 1, 4, 9
2020/2/5, 46, 58, 6, 6, 4, 15
2020/2/6, 107, 57, 2, 6, 3, 15
2020/2/7, 108, 33, 2, , 4, 8
2020/2/8, 58, 15, 5, , 3, 5
2020/2/9, 27, 43, 3, , 7, 11
2020/2/10, 77, 52, 8, , 5, 11
2020/2/11, 99, 57, 4, 26, 4, 14
2020/2/12, 108, 42, 8, 21, 3, 15
2020/2/13, 81, 30, 14, 16, 3, 12
2020/2/14, 51, 40, 15, 18, 3, 12
2020/2/15, 62, 27, 15, 12, 4, 4
2020/2/16, 36, 40, 13, 17, 6, 6
2020/2/17, 64, 52, 14, 28, 15, 8
2020/2/18, 84, 63, 7, 33, 18, 10
2020/2/19, 116, 86, 6, 25, 8, 11
2020/2/20, 160, 98, 6, 26, 5, 12
2020/2/21, 189, 82, 16, 30, 5, 16
2020/2/22, 168, 71, 13, 32, 5, 14
2020/2/23, 137, 51, 12, 25, 4, 9
2020/2/24, 90, 47, 7, 20, 4, 9
2020/2/25, 81, 42, 5, 29, 4, 13
2020/2/26, 65, 41, 7, 24, 4, 10
2020/2/27, 66, 33, 7, 18, 3, 9
2020/2/28, 48, 34, 11, 16, 3, 7
2020/2/29, 47, 32, 12, 15, 3, 8
2020/3/1, 51, 28, 11, 14, 3, 9
2020/3/2, 43, 22, 11, 15, 3, 6
2020/3/3, 34, 23, 28, 17, 4, 6
2020/3/4, 38, 31, 8, 13, 4, 9
2020/3/5, 51, 61, 10, 22, 6, 12
2020/3/6, 112, 45, 9, 21, 4, 12
2020/3/7, 72, 45, 17, 18, 3, 9
2020/3/8, 76, 54, 33, 18, 3, 9
2020/3/9, 100, 45, 17, 17, 4, 7
2020/3/10, 70, 52, 15, 28, 6, 12
2020/3/11, 83, 40, 13, 21, 4, 13
2020/3/12, 71, 40, 14, 14, 4, 11
2020/3/13, 74, 37, 13, 16, 5, 8
2020/3/14, 60, 51, 10, 18, 6, 9
2020/3/15, 95, 59, 5, 22, 7, 17
2020/3/16, 121, 31, 11, 21, 4, 16
2020/3/17, 59, 16, 7, 9, 4, 8
2020/3/18, 32, 17, 7, 8, 4, 6
2020/3/19, 31, 47, 8, 22, 5, 12
2020/3/20, 80, 31, 16, 13, 4, 9
2020/3/21, 57, 22, 15, 8, 4, 7
2020/3/22, 40, 27, 14, 11, 4, 10
2020/3/23, 48, 19, 14, 7, 4, 6
2020/3/24, 31, 17, 14, 7, , 5
2020/3/25, 27, 13, 14, 4, , 4
2020/3/26, 23, 19, 17, 5, , 7
2020/3/27, 32, 21, 14, 4, , 6
2020/3/28, 34, 14, 46, 2, 4, 4
2020/3/29, 25, , , , , 
2019/10/1, 150, 64, 20, 14, , 9
2019/10/2, 116, 41, 18, 11, , 8
2019/10/3, 86, 57, 14, 13, , 11
2019/10/4, 120, 51, 22, 10, , 8
2019/10/5, 94, 52, 26, 8, , 5
2019/10/6, 94, 61, 29, 10, , 5
2019/10/7, 105, 26, 16, 5, , 4
2019/10/8, 58, 20, 14, 6, , 5
2019/10/9, 42, 54, 15, 9, , 6
2019/10/10, 109, 35, 15, 10, , 6
2019/10/11, 56, 36, 15, 10, , 5
2019/10/12, 61, 36, 15, 8, , 4
2019/10/13, 67, 29, 18, 5, , 2
2019/10/14, 58, 30, 20, 6, , 2
2019/10/15, 60, 39, 40, 6, , 5
2019/10/16, 76, 45, 35, , , 7
2019/10/17, 97, 24, 21, 23, , 4
2019/10/18, 48, 29, 34, , , 5
2019/10/19, 49, 46, 41, , , 5
2019/10/20, 94, 56, 27, , , 7
2019/10/21, 118, 36, 22, , , 3
2019/10/22, 68, 28, 22, , , 4
2019/10/23, 55, 16, 17, , , 2
2019/10/24, 35, 32, 16, , , 2
2019/10/25, 67, 52, 23, , , 1
2019/10/26, 112, 44, 15, , , 1
2019/10/27, 95, 29, 13, , , 1
2019/10/28, 64, 23, 27, , , 1
2019/10/29, 40, 47, 34, , , 2
2019/10/30, 90, 53, 20, , , 1
2019/10/31, 103, 23, 19, , , 
2019/11/1, 61, 26, 13, , , 
2019/11/2, 62, 32, 20, , , 
2019/11/3, 71, 38, 33, , , 1
2019/11/4, 70, 62, 46, , , 2
2019/11/5, 120, 78, 35, , , 1
2019/11/6, 157, 69, 39, , , 10
2019/11/7, 149, 56, 41, , , 7
2019/11/8, 118, 64, 49, , , 8
2019/11/9, 131, 74, 54, , , 6
2019/11/10, 164, 76, 45, , , 8
2019/11/11, 165, 96, 44, , , 9
2019/11/12, 217, 53, 15, , , 7
2019/11/13, 117, 29, 14, , , 8
2019/11/14, 56, 53, 21, , , 9
2019/11/15, 101, 48, 27, , , 6
2019/11/16, 91, 31, 17, , , 4
2019/11/17, 61, 27, 16, , , 7
2019/11/18, 53, 32, 18, , , 5
2019/11/19, 59, 61, 19, , , 9
2019/11/20, 105, 71, 15, , , 9
2019/11/21, 131, 73, 14, , , 12
2019/11/22, 128, 70, 14, , , 12
2019/11/23, 120, 57, 8, , , 11
2019/11/24, 89, 64, 13, , , 13
2019/11/25, 101, 65, 12, , , 11
2019/11/26, 113, 71, 14, , , 10
2019/11/27, 124, 47, 10, , , 6
2019/11/28, 69, 54, 10, , , 9
2019/11/29, 84, 68, 7, , , 12
2019/11/30, 126, 54, 11, , , 7
2019/12/1, 96, 30, 16, , , 6
2019/12/2, 44, 48, 16, 37, 6, 9
2019/12/3, 82, 59, 19, 20, 7, 8
2019/12/4, 107, 51, 20, 15, 6, 5
2019/12/5, 84, 42, 20, 15, 4, 6
2019/12/6, 65, 64, 21, 22, 6, 9
2019/12/7, 116, 74, 23, 27, 9, 11
2019/12/8, 139, 85, 26, 31, 11, 15
2019/12/9, 153, 91, 26, 33, 9, 15
2019/12/10, 167, 95, 28, 35, 10, 18
2019/12/11, 177, 119, 3, 29, 8, 15
2019/12/12, 213, 78, 22, 33, 8, 14
2019/12/13, 156, 83, 9, 25, 6, 12
2019/12/14, 166, 50, 6, 20, 5, 10
2019/12/15, 95, 34, 4, 12, 3, 10
2019/12/16, 64, 28, 8, 18, 4, 13
2019/12/17, 50, 26, 6, 11, 3, 11
2019/12/18, 46, 35, 6, 13, 4, 11
2019/12/19, 63, 43, 6, 13, 4, 8
2019/12/20, 84, 52, 6, 11, 3, 9
2019/12/21, 102, 49, 5, 11, 3, 9
2019/12/22, 90, 76, 5, 12, 4, 15
2019/12/23, 154, 94, 4, 20, 4, 20
2019/12/24, 168, 41, 6, 15, 2, 9
2019/12/25, 49, 51, 6, 17, 5, 10
2019/12/26, 75, 44, 6, 11, 3, 7
2019/12/27, 68, 65, 6, 19, 7, 8
2019/12/28, 117, 74, 8, 22, 5, 11
2019/12/29, 144, , , , , 
2019/7/1, 14, 6, 28, 18, , 14
2019/7/2, 17, 6, 26, 14, , 
2019/7/3, 16, 3, 16, 15, , 
2019/7/4, 10, 5, 14, 23, , 7
2019/7/5, 10, 5, 18, 21, , 6
2019/7/6, 9, 6, 26, 23, , 6
2019/7/7, 12, 7, 20, 25, , 7
2019/7/8, 12, 7, 42, 21, , 6
2019/7/9, 13, 5, 21, 21, , 6
2019/7/10, 13, 7, 11, 26, , 9
2019/7/11, 13, 7, 15, 23, , 7
2019/7/12, 14, 8, 13, 24, , 7
2019/7/13, 13, 9, 11, 17, , 7
2019/7/14, 20, 9, 14, 24, , 11
2019/7/15, 21, 9, 441, 28, , 10
2019/7/16, 21, 7, 151, 24, , 8
2019/7/17, 14, 8, 16, 24, , 8
2019/7/18, 17, 9, 18, 27, , 8
2019/7/19, 21, 6, 14, 24, , 4
2019/7/20, 14, 7, 13, 26, , 7
2019/7/21, 14, 7, 46, 28, , 9
2019/7/22, 14, 7, 19, 28, , 10
2019/7/23, 14, 3, 28, 24, , 6
2019/7/24, 7, , 18, 21, , 7
2019/7/30, 16, 7, 34, 16, , 4
2019/7/31, 21, 6, 14, 19, , 6
2019/8/1, 17, 4, 17, 14, , 6
2019/8/2, 13, 4, 17, 8, , 2
2019/8/3, 13, 6, 18, 16, , 8
2019/8/4, 18, , , 21, , 9
2019/8/20, 8, , , 9, , 10
2019/9/14, 18, 13, 43, 9, , 7
2019/9/15, 31, 12, 36, 11, , 9
2019/9/16, 30, 29, 36, 9, , 6
2019/9/17, 54, 37, 32, 6, , 5
2019/9/18, 74, 28, 22, 7, , 7
2019/9/19, 60, 38, 39, 7, , 8
2019/9/20, 75, 36, 30, 6, , 4
2019/9/21, 61, 38, 45, 10, , 5
2019/9/22, 53, 63, 57, 15, , 6
2019/9/23, 102, 72, 46, 18, , 8
2019/9/24, 113, 76, 63, 17, , 7
2019/9/25, 122, 75, 51, 15, , 6
2019/9/26, 132, 71, 59, 18, , 8
2019/9/27, 122, 84, 58, 21, , 10
