date, pm25, pm10, o3, no2, so2, co
2016/9/15, 123, , , , , 
2016/4/1, 139, 33, 38, 8, , 16
2016/4/2, 89, 44, 26, 7, , 12
2016/4/3, 102, 43, 25, 7, , 17
2016/4/4, 95, 45, 28, 6, , 14
2016/4/5, 100, 46, 50, 7, , 14
2016/4/6, 101, 51, 47, 5, , 19
2016/4/7, 112, 44, 46, 9, , 23
2016/4/8, 106, 53, 17, 6, , 9
2016/4/9, 125, , , , , 
2016/4/13, 141, 64, 101, 17, , 24
2016/4/14, 143, 60, 118, 12, , 21
2016/4/15, 143, , , , , 
2016/4/19, 98, 30, , 11, , 11
2016/4/20, 74, 40, 29, 10, , 24
2016/4/21, 91, 24, 36, 15, , 26
2016/4/22, 66, , , , , 
2016/4/25, 62, 42, 97, 10, , 27
2016/4/26, 86, 48, 161, 8, , 31
2016/4/27, 102, 46, 114, 14, , 31
2016/4/28, 92, 50, 95, 11, , 43
2016/4/29, 116, 44, 96, 9, , 31
2016/4/30, 104, 23, 66, 8, , 21
2016/5/1, 64, 27, 151, 3, , 8
2016/5/2, 77, , , , , 
2016/5/9, 85, 38, 167, 10, , 25
2016/5/10, 85, 49, 116, 13, , 30
2016/5/11, 102, 38, 131, 14, 12, 33
2016/5/12, 84, 31, 159, 12, 12, 23
2016/5/13, 72, 27, 128, 6, 11, 21
2016/5/14, 61, 34, 145, 5, 11, 18
2016/5/15, 74, 39, 52, 9, 11, 15
2016/5/16, 71, 37, 43, 12, 11, 25
2016/5/17, 71, 14, 76, 9, 11, 27
2016/5/18, 29, 13, 166, 6, 11, 26
2016/5/19, 27, 12, 159, 7, 11, 21
2016/5/20, 26, 4, 136, 6, 11, 17
2016/5/21, 13, 5, 111, 8, 11, 30
2016/5/22, 15, 5, 94, 9, 11, 37
2016/5/23, 15, 4, 131, 4, 11, 27
2016/5/24, 13, 5, 133, 5, 11, 32
2016/5/25, 15, 34, 155, 2, 11, 22
2016/5/26, 76, 25, 156, 4, 11, 34
2016/5/27, 53, 14, 146, 6, 11, 25
2016/5/28, 25, 6, 150, 4, 11, 26
2016/5/29, 18, 4, 116, 5, 11, 36
2016/5/30, 13, 6, 83, 5, 11, 22
2016/5/31, 14, 6, 62, 4, 11, 19
2016/6/1, 11, 9, 45, 5, 11, 20
2016/6/2, 14, 6, 36, 5, 12, 20
2016/6/3, 10, 4, 33, 5, 11, 25
2016/6/4, 8, , , , , 
2016/6/7, 8, , , , , 
2016/6/22, 150, 38, 33, 5, 13, 28
2016/6/23, 78, 36, 23, 7, 13, 27
2016/6/24, 72, 37, 23, 9, 13, 26
2016/6/25, 79, 40, 21, 9, 13, 18
2016/6/26, 79, 28, 25, 8, 13, 26
2016/6/27, 69, 33, 26, 8, 13, 26
2016/6/28, 73, 35, 8, 3, 13, 28
2016/6/29, 81, 30, 8, 2, 13, 36
2016/6/30, 73, 22, 8, 2, 13, 18
2016/1/4, 188, , 23, 19, 6, 22
2016/1/5, 168, , , , , 
2016/1/11, 99, 6, 25, 16, 6, 24
2016/1/12, 30, 4, 13, 14, 6, 19
2016/1/13, 14, 3, 11, 10, 6, 18
2016/1/14, 9, 1, 11, 7, 6, 9
2016/1/15, 6, , , , , 
2016/1/19, 20, 6, 11, , 6, 10
2016/1/20, 20, 5, 10, , 6, 13
2016/1/21, 18, 2, 10, , 6, 11
2016/1/22, 6, 3, 20, , 6, 5
2016/1/23, 8, 4, 28, , 6, 2
2016/1/24, 12, 42, 15, 5, 6, 5
2016/1/25, 78, , 14, , 6, 4
2016/1/27, 87, 9, 14, , 6, 12
2016/1/28, 41, , , , , 
2016/2/19, 34, 9, 12, 31, 6, 16
2016/2/20, 27, , , , , 
2016/2/22, 16, 3, 15, 16, 6, 10
2016/2/23, 10, , 19, 16, 6, 9
2016/2/26, 159, 60, 19, 16, 7, 14
2016/2/27, 143, 80, 30, 22, 7, 16
2016/2/28, 157, 83, 29, 27, 7, 17
2016/2/29, 150, 99, 40, 31, 7, 25
2016/3/1, 167, , , , , 
2016/3/4, 123, 44, 4, 14, 7, 25
2016/3/5, 114, 56, 22, 13, 7, 14
2016/3/6, 137, 49, 20, 9, 7, 13
2016/3/7, 118, 34, 74, 6, 7, 21
2016/3/8, 89, 43, 54, 11, 7, 20
2016/3/9, 104, 37, 14, 14, 7, 11
2016/3/10, 70, 54, 19, 19, 7, 13
2016/3/11, 101, 61, 14, 17, 7, 16
2016/3/12, 143, 53, 19, 14, 7, 11
2016/3/13, 132, 62, 16, 23, 7, 16
2016/3/14, 134, 61, 19, 23, 7, 19
2016/3/15, 136, 52, 18, 20, 7, 22
2016/3/16, 125, 53, 17, 18, 7, 21
2016/3/17, 126, 53, 50, 12, 7, 21
2016/3/18, 134, 56, 60, 10, 7, 20
2016/3/19, 136, 33, 4, 6, 7, 5
2016/3/20, 98, 54, 52, 6, 7, 16
2016/3/21, 125, 48, 67, 6, 7, 24
2016/3/22, 115, 45, 23, 7, 7, 15
2016/3/23, 110, , , , , 
2016/3/31, 148, 60, 15, 12, , 24
2014/10/1, 103, 37, 12, 29, , 24
2014/10/2, 94, 41, 16, 32, , 25
2014/10/3, 104, 31, 14, 25, , 22
2014/10/4, 83, 12, 7, 13, , 10
2014/10/5, 43, 24, 35, 20, , 12
2014/10/6, 75, 25, 25, 33, , 19
2014/10/7, 75, 34, 31, 32, , 23
2014/10/8, 96, 38, 31, 34, , 22
2014/10/9, 106, 39, 38, 37, , 30
2014/10/10, 109, 45, 30, 26, , 22
2014/10/11, 123, , , , , 
2014/10/13, 28, 11, 28, 38, , 20
2014/10/14, 38, , 29, 33, , 19
2014/7/1, 92, 44, 6, 25, 7, 21
2014/7/2, 95, 26, 6, 24, 7, 19
2014/7/3, 57, 20, 6, 27, 7, 18
2014/7/4, 54, 24, 6, 23, 7, 19
2014/7/5, 71, 30, 6, 28, 7, 20
2014/7/6, 90, 16, 6, 28, 7, 20
2014/7/7, 55, 25, 18, 21, 7, 15
2014/7/8, 73, 36, 4, 27, 8, 21
2014/7/9, 80, 39, 15, 21, 9, 19
2014/7/10, 85, 55, 4, 24, 8, 23
2014/7/11, 110, 43, 2, 17, 10, 18
2014/7/12, 96, 19, 2, 7, 9, 10
2014/7/13, 53, , , , , 
2014/7/16, 80, 36, 2, 27, 8, 27
2014/7/17, 83, 52, 23, 14, 9, 12
2014/7/18, 114, 43, 6, 12, 8, 9
2014/7/19, 92, 18, 3, 16, 8, 14
2014/7/20, 48, 13, 3, 24, 8, 23
2014/7/21, 46, 20, 10, 34, 9, 21
2014/7/22, 67, 17, 30, 22, 9, 17
2014/7/23, 59, 25, 26, 30, 10, 20
2014/7/24, 79, 17, 3, 11, 8, 7
2014/7/25, 64, , , , , 
2014/7/28, 69, 18, 13, 23, 9, 18
2014/7/29, 64, 21, 8, 20, 9, 17
2014/7/30, 71, 30, 9, 31, 10, 22
2014/7/31, 94, 12, 4, 26, 10, 21
2014/8/1, 47, 13, 13, 24, 10, 17
2014/8/2, 50, 18, 21, 19, 10, 12
2014/8/3, 59, 29, 17, 24, 10, 18
2014/8/4, 86, 36, 3, 21, 10, 21
2014/8/5, 108, , 2, 24, 9, 23
2014/8/21, 118, 45, 4, 23, 11, 25
2014/8/22, 100, 44, 3, 21, 12, 18
2014/8/23, 85, 48, 3, 21, 12, 22
2014/8/24, 108, 36, 3, 23, 12, 22
2014/8/25, 84, , 4, 18, 11, 18
2014/8/27, 94, 38, 12, 13, 11, 9
2014/8/28, 94, 23, 6, 16, 10, 16
2014/8/29, 63, 38, 10, 21, 11, 14
2014/8/30, 86, 59, 25, 22, 12, 18
2014/8/31, 127, 44, 5, 16, 12, 13
2014/9/1, 105, 30, 4, 20, 11, 21
2014/9/2, 75, 52, 4, 23, 11, 23
2014/9/3, 117, 54, 5, 30, 13, 25
2014/9/4, 109, 40, 3, 26, 13, 25
2014/9/5, 72, 48, 3, 23, 13, 23
2014/9/6, 90, 54, 37, 25, 13, 18
2014/9/7, 110, 74, 20, 34, 13, 27
2014/9/8, 158, 56, 15, 29, , 23
2014/9/9, 121, 48, 4, 21, , 20
2014/9/10, 99, 43, 3, 24, , 21
2014/9/11, 85, 47, 3, 24, , 24
2014/9/12, 94, 48, 8, 26, , 20
2014/9/13, 94, 51, 14, 26, , 18
2014/9/14, 111, 44, 19, 23, , 15
2014/9/15, 103, 42, 18, 11, , 10
2014/9/16, 106, 22, 19, 12, , 11
2014/9/17, 59, 30, 5, 19, , 21
2014/9/18, 75, 60, 5, 27, , 26
2014/9/19, 133, 45, 4, 20, , 20
2014/9/20, 103, 36, 19, 22, , 16
2014/9/21, 87, 57, 6, 19, , 14
2014/9/22, 130, 57, 41, 44, , 
2014/9/23, 117, 74, 23, 30, , 
2014/9/24, 146, 88, 40, , , 28
2014/9/25, 173, 78, 3, 52, , 26
2014/9/26, 160, 57, 3, 26, , 24
2014/9/27, 132, 43, 3, 19, , 18
2014/9/28, 104, 36, 2, 17, , 25
2014/9/29, 81, 37, 7, 25, , 20
2014/9/30, 89, 42, 5, 29, , 24
2014/4/1, 147, 73, 6, 30, 2, 26
2014/4/2, 164, 56, 4, 26, 5, 28
2014/4/3, 138, 66, 12, 30, 8, 26
2014/4/4, 148, 66, 5, 35, 7, 30
2014/4/5, 154, 44, 17, 31, 7, 20
2014/4/6, 107, 31, 13, 36, 8, 24
2014/4/7, 75, 47, 11, 30, 13, 27
2014/4/8, 113, 43, 9, 25, 14, 20
2014/4/9, 104, 36, 4, 21, 14, 22
2014/4/10, 88, 39, 3, 19, 14, 23
2014/4/11, 93, 45, 3, 20, 15, 22
2014/4/12, 107, 45, 2, 20, 15, 21
2014/4/13, 107, 54, 1, 23, 16, 28
2014/4/14, 126, 45, 2, 16, 15, 21
2014/4/15, 106, 42, 3, 17, 15, 19
2014/4/16, 96, 49, 3, 21, 15, 25
2014/4/17, 111, 47, 3, 21, 16, 26
2014/4/18, 110, 45, 1, 18, 16, 24
2014/4/19, 106, 39, 1, 20, 16, 24
2014/4/20, 96, 38, 2, 16, 15, 22
2014/4/21, 94, 46, 1, 18, 16, 30
2014/4/22, 109, 43, 1, 15, 16, 27
2014/4/23, 109, 47, 1, 20, 16, 28
2014/4/24, 111, 51, 1, 22, 17, 27
2014/4/25, 118, 48, 2, 26, 16, 22
2014/4/26, 105, 38, 16, 15, 15, 17
2014/4/27, 91, 62, 9, 16, 12, 26
2014/4/28, 136, 81, 8, 17, 7, 24
2014/4/29, 165, 50, 22, 14, 6, 12
2014/4/30, 116, 74, 31, 14, 6, 15
2014/5/1, 158, 66, 36, 18, 7, 16
2014/5/2, 136, 58, 11, 18, 7, 19
2014/5/3, 126, 70, 18, 16, 6, 16
2014/5/4, 134, 39, 35, 16, 7, 13
2014/5/5, 88, 60, 30, 20, 8, 17
2014/5/6, 131, 74, 11, 24, 11, 29
2014/5/7, 155, 54, 14, 22, 6, 27
2014/5/8, 124, 53, 26, 27, 7, 21
2014/5/9, 101, 48, 27, 24, 8, 17
2014/5/10, 78, 61, 70, 24, 8, 14
2014/5/11, 110, 66, 12, 32, 8, 24
2014/5/12, 134, 60, 23, 30, 7, 20
2014/5/13, 110, 62, 40, 32, 9, 17
2014/5/14, 101, 54, 35, 27, 9, 16
2014/5/15, 108, 67, 8, 32, 7, 23
2014/5/16, 133, 48, 13, 28, 9, 17
2014/5/17, 93, 61, 14, 17, 6, 13
2014/5/18, 117, 58, 31, 33, 10, 28
2014/5/19, 106, 42, 12, 22, 7, 20
2014/5/20, 85, 49, 14, 20, 7, 17
2014/5/21, 85, 50, 17, 23, 8, 17
2014/5/22, 73, 58, 19, 26, 8, 16
2014/5/23, 95, 58, 18, 22, 7, 14
2014/5/24, 108, 54, 10, 17, 6, 12
2014/5/25, 105, 55, 15, 21, 7, 24
2014/5/26, 104, 48, 7, 24, 6, 23
2014/5/27, 99, 47, 12, 30, 7, 24
2014/5/28, 96, 65, 5, 16, 6, 23
2014/5/29, 137, 68, 8, 20, 6, 20
2014/5/30, 119, 39, 12, 17, 7, 17
2014/5/31, 76, 59, 10, 5, 6, 14
2014/6/1, 105, 53, 22, 17, 7, 16
2014/6/2, 101, 55, 14, 24, 7, 17
2014/6/3, 101, 59, 16, 18, 6, 19
2014/6/4, 113, 93, 25, 25, 7, 23
2014/6/5, 177, 45, 17, 27, 8, 21
2014/6/6, 92, 41, 37, 21, 7, 13
2014/6/7, 92, 49, 37, 19, 7, 14
2014/6/8, 106, 67, 34, 30, 8, 21
2014/6/9, 126, 68, 13, 28, 8, 21
2014/6/10, 141, , , , , 
2014/6/18, 117, 62, 6, 32, 6, 27
2014/6/19, 122, 54, 11, 23, 7, 20
2014/6/20, 97, 61, 31, 27, 6, 20
2014/6/21, 111, 49, 8, 17, 6, 15
2014/6/22, 118, 74, 22, 32, 6, 31
2014/6/23, 151, 82, 10, 37, 6, 26
2014/6/24, 162, 61, 5, 34, 6, 27
2014/6/25, 115, 54, 17, 22, 7, 19
2014/6/26, 105, 62, 15, 27, 7, 19
2014/6/27, 125, 40, 10, 24, 7, 17
2014/6/28, 89, 57, 7, 28, 7, 18
2014/6/29, 116, 53, 7, 21, 7, 17
2014/6/30, 119, 38, 6, 23, 7, 20
2014/1/2, 186, 144, 69, 39, 8, 43
2014/1/3, 227, 151, 24, 25, 12, 28
2014/1/4, 253, , , , , 
2014/1/6, 188, 85, 46, 30, 3, 27
2014/1/7, 167, 80, 20, 28, 10, 27
2014/1/8, 163, 75, 29, 23, 7, 22
2014/1/9, 165, 103, 21, 32, 12, 32
2014/1/10, 189, 115, 17, 20, 6, 25
2014/1/11, 206, 69, 19, 17, 5, 20
2014/1/12, 150, 59, 32, 17, 6, 17
2014/1/13, 133, 77, 93, 27, 9, 21
2014/1/14, 162, 85, 96, 35, 11, 22
2014/1/15, 171, 90, 104, 37, 10, 23
2014/1/16, 179, 100, 54, 29, 6, 28
2014/1/17, 191, 102, 65, 36, 9, 31
2014/1/18, 194, 102, 66, 35, 16, 28
2014/1/19, 199, , , , , 
2014/1/21, 179, 91, 55, 41, 13, 28
2014/1/22, 180, 108, 33, 47, 10, 30
2014/1/23, 183, 94, 35, 34, 2, 24
2014/1/24, 166, 101, 19, 31, 3, 26
2014/1/25, 183, 97, 17, 29, 5, 26
2014/1/26, 181, 85, 23, 34, 4, 29
2014/1/27, 167, 65, 23, 29, 3, 24
2014/1/28, 153, 69, 18, 28, 3, 25
2014/1/29, 154, 76, 27, 22, 3, 23
2014/1/30, 164, 61, 34, 15, 2, 16
2014/1/31, 134, 38, 21, 16, 2, 13
2014/2/1, 101, 39, 20, 18, 2, 14
2014/2/2, 101, 37, 20, 20, 2, 14
2014/2/3, 94, 33, 23, 17, 2, 13
2014/2/4, 84, 31, 17, 15, 2, 14
2014/2/5, 84, 37, 19, 17, 2, 18
2014/2/6, 99, 29, 15, 17, 2, 20
2014/2/7, 81, 43, 10, 16, 2, 19
2014/2/8, 120, 46, 12, 14, 2, 17
2014/2/9, 125, 47, 19, 15, 1, 15
2014/2/10, 127, 62, 23, 14, 1, 14
2014/2/11, 159, 86, 14, 27, 1, 23
2014/2/12, 183, 62, 25, 18, 4, 16
2014/2/13, 154, 76, 29, 27, 7, 18
2014/2/14, 168, 96, 18, 37, 8, 24
2014/2/15, 187, 107, 20, 24, 3, 21
2014/2/16, 209, 84, 13, 26, 1, 31
2014/2/17, 182, 54, 14, 16, 1, 30
2014/2/18, 125, 56, 24, 18, 2, 19
2014/2/19, 128, 72, 36, 28, 2, 19
2014/2/20, 147, 81, 17, 38, 4, 27
2014/2/21, 161, 68, 8, 26, 4, 26
2014/2/22, 160, 55, 3, 21, 3, 28
2014/2/23, 145, 68, 9, 29, 2, 27
2014/2/24, 148, 57, 8, 27, 1, 25
2014/2/25, 133, 65, 1, 27, 2, 22
2014/2/26, 154, 57, 3, 30, 2, 30
2014/2/27, 140, 47, 10, 22, 1, 25
2014/2/28, 121, 39, 3, 17, , 14
2014/3/1, 106, 83, 5, 30, 2, 26
2014/3/2, 166, 68, 7, 25, 2, 30
2014/3/3, 158, 71, 4, 21, 2, 25
2014/3/4, 162, 72, 6, 23, 2, 26
2014/3/5, 160, 55, 3, 28, 2, 36
2014/3/6, 139, 37, 1, 18, 2, 29
2014/3/7, 107, 30, 1, 16, 2, 25
2014/3/8, 90, 39, 4, 16, 1, 15
2014/3/9, 97, 52, 2, 17, 1, 17
2014/3/10, 125, 69, 2, 22, 2, 26
2014/3/11, 153, 56, 4, 25, 2, 29
2014/3/12, 132, 52, 7, 19, 2, 24
2014/3/13, 138, 73, 11, 26, 2, 18
2014/3/14, 160, 67, 11, 34, 3, 22
2014/3/15, 147, 50, 8, 25, 2, 19
2014/3/16, 121, 74, 1, 27, 4, 33
2014/3/17, 157, 48, 2, 21, 2, 23
2014/3/18, 117, 51, 1, 27, 2, 30
2014/3/19, 124, 59, 2, 26, 2, 28
2014/3/20, 146, 53, 16, 19, 1, 12
2014/3/21, 131, 44, 7, 22, 1, 14
2014/3/22, 115, 45, 3, 19, 1, 22
2014/3/23, 122, 47, 9, 30, 2, 22
2014/3/24, 118, 61, 14, 28, 2, 19
2014/3/25, 133, 57, 7, 28, 2, 23
2014/3/26, 132, 57, 4, 25, 2, 23
2014/3/27, 131, 44, 4, 20, 2, 23
2014/3/28, 104, 41, 1, 19, 2, 25
2014/3/29, 101, 50, 5, 24, 2, 21
2014/3/30, 122, 62, 11, 30, 2, 23
2014/3/31, 147, 64, 6, 33, 2, 28
2024/4/14, , 66, 11, 1, 8, 7
2024/4/15, , 58, 10, 1, 8, 4
2024/4/16, , 56, 10, 1, 7, 5
2024/4/17, , 57, 10, 1, 8, 5
2024/4/18, , 59, 10, 1, 7, 6
2024/4/19, , 69, 11, 1, 7, 7
2024/4/20, , 68, 9, 1, 7, 6
2024/4/21, , 63, 9, 1, 7, 9
2024/4/22, , 67, , 1, 8, 9
2024/4/23, , 72, 9, 1, 8, 9
2024/1/23, , 40, 9, 15, 7, 5
2023/11/21, , 102, 14, 40, 24, 9
2023/12/28, , 104, 22, 38, 25, 10
2023/2/9, , 51, 5, 24, 20, 7
2023/2/24, , 49, 22, 33, 20, 7
2022/6/16, , 17, 7, 18, 14, 7
2021/8/29, , 7, 23, 11, 10, 3
2021/5/3, , 19, 18, 14, 7, 4
2021/5/28, , 9, 24, 14, 9, 4
2020/3/31, , 36, 7, 6, 5, 5
2019/12/31, , 80, 4, 28, 4, 15
2019/7/29, , 6, 32, 24, , 8
2019/8/19, , 4, 22, 11, , 7
2019/9/13, , 8, 34, 11, , 7
2019/5/3, , , 13, , , 
2018/7/25, , 71, , , , 
2018/4/18, , 3, , , 32, 
2018/4/25, , 2, , , 38, 
2018/5/16, , 20, , , 28, 
2018/5/27, , 44, , , 29, 
2018/6/26, , 35, , , 32, 
2018/2/20, , 10, , , 23, 
2018/2/25, , 7, , , 26, 
2018/3/7, , 24, , , 25, 
2018/3/29, , 22, , , 30, 
2017/10/10, , 8, , , 13, 
2017/10/22, , 15, , , 14, 
2017/10/29, , 34, , , 15, 
2017/11/23, , 6, , , 13, 
2017/8/6, , 21, 13, 17, 13, 
2017/8/10, , 21, 14, 9, 12, 
2017/8/21, , 25, 16, 2, 15, 
2017/9/8, , 12, , , 15, 
2017/9/18, , 18, , , 13, 
2017/9/24, , 14, , , 13, 
2017/4/16, , 14, 19, 69, 12, 
2017/4/24, , 33, 13, 24, 13, 
2017/5/17, , 26, 13, 17, 12, 
2017/5/30, , 30, 13, 19, 13, 
2017/6/11, , 5, 13, 13, 14, 
2017/6/20, , 2, 14, 13, 13, 
2017/1/1, , 60, 23, 6, 12, 70
2017/1/16, , 31, , , 10, 16
2017/1/23, , 49, 19, 21, 17, 71
2017/2/19, , 14, 2, 6, 11, 
2017/3/9, , 73, , 12, 12, 
2017/3/14, , 46, 15, 1, 11, 
2016/10/4, , 65, 7, , 11, 54
2016/10/10, , 2, 4, 17, 14, 44
2016/10/12, , 60, 1, 7, 12, 44
2016/10/17, , 44, 2, 25, 13, 19
2016/10/22, , 52, 4, 49, 14, 53
2016/10/24, , 30, 3, 32, 13, 13
2016/12/3, , 78, 40, 18, 15, 102
2016/7/6, , 29, 8, 5, 13, 38
2016/7/12, , 38, 8, 5, , 
2016/7/25, , 25, 8, 25, 15, 13
2016/8/7, , 29, 9, 15, 13, 14
2016/8/21, , 32, 9, 8, 13, 25
2016/9/13, , 50, 7, 17, 13, 31
2016/4/12, , 63, 32, 22, , 26
2016/4/18, , 48, , 11, , 18
2016/4/24, , 30, 74, 13, , 26
2016/5/8, , 38, 122, 8, , 28
2016/6/6, , 4, 22, 15, 12, 29
2016/6/21, , 63, 20, 4, 13, 24
2016/1/3, , , 17, 20, 6, 23
2016/1/10, , , 7, 14, 6, 13
2016/1/18, , 7, 5, 3, 6, 13
2016/1/26, , 30, 17, 1, 6, 8
2016/2/18, , 9, 18, 26, 6, 14
2016/2/21, , 5, 16, 25, 6, 17
2016/2/25, , 72, 12, 17, 6, 20
2016/3/3, , 54, 2, 21, 7, 19
2016/3/30, , 63, 3, 18, , 26
2014/10/12, , 8, 25, 37, , 19
2014/7/15, , 44, 2, 29, 9, 25
2014/7/27, , 20, 6, 31, 10, 26
2014/8/20, , 53, 7, 42, 15, 29
2014/8/26, , 41, 9, 17, 11, 14
2014/6/17, , 56, 7, 41, 7, 28
2014/1/1, , 124, 22, 40, 6, 28
2014/1/5, , 115, 65, 35, 5, 33
2014/1/20, , 100, , 57, 22, 39
2023/12/26, , , 5, 38, 25, 9
2023/12/27, , , 31, 37, 25, 9
2019/7/27, , , 15, 22, , 10
2019/7/28, , , 17, 24, , 9
2019/8/9, , , 13, 17, , 7
2016/8/16, , , 9, 8, 12, 21
2016/8/17, , , 10, 8, 12, 16
2016/8/19, , , 9, 8, 13, 19
2016/2/24, , , 14, 12, 7, 6
2014/10/15, , , 27, 39, , 25
2014/10/16, , , 15, 32, , 31
2014/10/17, , , 15, 29, , 21
2014/10/18, , , 14, 29, , 20
2014/10/19, , , 12, 26, , 23
2014/10/20, , , 15, 26, , 26
2014/10/21, , , 6, 15, , 14
2014/10/22, , , 9, 20, , 17
2014/10/23, , , 10, 24, , 18
2014/10/24, , , 11, 15, , 17
2014/10/27, , , 14, 22, , 27
2014/10/28, , , 4, 15, , 18
2014/10/29, , , 8, 14, , 20
2014/10/30, , , 4, 15, , 23
2014/10/31, , , 4, 14, , 19
2014/11/1, , , 5, 13, , 13
2014/11/2, , , 5, 17, , 12
2014/11/3, , , 12, 26, , 18
2014/11/4, , , 18, 31, , 27
2014/11/5, , , 10, 14, , 17
2014/11/6, , , 3, 11, , 12
2014/11/7, , , 3, 14, , 11
2014/11/8, , , 2, 14, , 13
2014/11/9, , , 19, 13, , 22
2014/11/10, , , 17, 11, , 16
2014/11/11, , , 9, 14, , 12
2014/11/12, , , 23, 17, , 12
2014/11/13, , , 27, 24, , 14
2014/11/14, , , 15, 27, , 17
2014/11/15, , , 21, 15, , 12
2014/11/16, , , 15, 17, , 13
2014/11/17, , , 17, 16, , 12
2014/11/18, , , 30, 20, , 17
2014/11/19, , , 27, 31, , 19
2014/11/20, , , 20, 36, , 24
2014/11/21, , , 24, 26, , 18
2014/11/22, , , 43, 25, , 17
2014/11/23, , , 67, 23, , 21
2014/11/24, , , 73, 24, , 17
2014/11/25, , , 189, 19, , 14
2014/11/26, , , 189, 18, , 19
2014/11/27, , , 185, 16, , 16
2014/11/28, , , 196, 14, , 10
2014/11/29, , , 181, 18, , 16
2014/11/30, , , 118, 21, , 17
2014/12/1, , , 20, 15, , 14
2014/12/2, , , 10, 15, , 15
2014/12/3, , , 9, 17, , 14
2014/12/4, , , 12, 23, , 14
2014/12/5, , , 11, 25, , 15
2014/12/6, , , 11, 13, , 9
2014/12/7, , , 15, 24, , 12
2014/12/8, , , 8, 31, , 21
2014/12/9, , , 9, 16, , 13
2014/12/10, , , 9, 17, , 12
2014/12/11, , , 9, 14, , 11
2014/12/12, , , 10, 22, , 15
2014/12/13, , , 10, 31, , 16
2014/12/14, , , 10, 30, , 18
2014/12/15, , , 10, 21, , 11
2014/12/16, , , 10, 20, , 13
2014/12/17, , , 10, 27, , 26
2014/12/18, , , 10, 30, , 37
2014/12/19, , , 10, 31, , 23
2014/12/20, , , 10, 21, , 14
2014/12/21, , , 10, 23, , 17
2014/12/22, , , 10, 35, , 23
2014/12/23, , , 10, 43, , 31
2014/12/24, , , 11, 39, , 31
2014/12/25, , , 11, 25, , 27
2014/12/26, , , 10, 15, 4, 14
2014/8/6, , , 3, 27, 10, 29
2014/8/7, , , 4, 27, 10, 21
2014/8/8, , , 6, 25, 10, 21
2014/8/9, , , 7, 10, 11, 18
2014/8/10, , , 4, 20, 11, 20
2014/8/11, , , 26, 19, 11, 16
2014/8/12, , , 16, 15, 9, 10
2014/8/13, , , 25, 19, 10, 13
2014/8/14, , , 6, 20, 10, 15
2014/8/15, , , 4, 25, 11, 20
2014/8/17, , , 4, 32, 11, 26
2014/8/18, , , 4, 17, 10, 17
2014/8/19, , , 15, 23, 10, 19
2019/8/5, , , , 20, , 7
2019/8/6, , , , 27, , 7
2019/8/7, , , , 21, , 7
2019/8/8, , , , 18, , 6
2019/8/10, , , , 16, , 6
2019/8/11, , , , 8, , 7
2019/8/12, , , , 9, , 7
2019/8/13, , , , 10, , 5
2019/8/14, , , , 9, , 5
2019/8/15, , , , 10, , 7
2019/8/16, , , , 8, , 7
2019/8/17, , , , 7, , 5
2019/8/18, , , , 10, , 7
2019/8/21, , , , 10, , 10
2019/8/22, , , , 6, , 5
2019/8/23, , , , 6, , 5
2019/8/24, , , , 8, , 6
2019/8/25, , , , 8, , 10
2018/3/6, , , , , 24, 